adres,postcode,huisnummer,straat,woonplaats,gemeente,objecttype,lat,lng
"Oostkanaaldijk 11b, 3632GA Loenen aan de Vecht","3632GA","11b","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24130542,5.01261557
"Ter Beekhof 11b, 3632BK Loenen aan de Vecht","3632BK","11b","Ter Beekhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2090978,5.01898173
"Oostkanaaldijk 11c, 3632GA Loenen aan de Vecht","3632GA","11c","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24129362,5.01257528
"Oostkanaaldijk 11d, 3632GA Loenen aan de Vecht","3632GA","11d","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24129065,5.01248493
"Oostkanaaldijk 11e, 3632GA Loenen aan de Vecht","3632GA","11e","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2414323,5.01310724
"Oostkanaaldijk 11f, 3632GA Loenen aan de Vecht","3632GA","11f","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24149737,5.01292504
"Oostkanaaldijk 11g, 3632GA Loenen aan de Vecht","3632GA","11g","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24153002,5.01317971
"Oostkanaaldijk 11h, 3632GA Loenen aan de Vecht","3632GA","11h","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24159505,5.01342803
"Oostkanaaldijk 11k, 3632GA Loenen aan de Vecht","3632GA","11k","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2406801,5.01357336
"Oostkanaaldijk 11l, 3632GA Loenen aan de Vecht","3632GA","11l","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24069456,5.01363959
"Oostkanaaldijk 11m, 3632GA Loenen aan de Vecht","3632GA","11m","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2407104,5.01370691
"Oostkanaaldijk 11n, 3632GA Loenen aan de Vecht","3632GA","11n","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24072285,5.013782
"Oostkanaaldijk 11p, 3632GA Loenen aan de Vecht","3632GA","11p","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24073809,5.01385875
"Oostkanaaldijk 11r, 3632GA Loenen aan de Vecht","3632GA","11r","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24078077,5.01385011
"'t Karrepad 12, 3632WE Loenen aan de Vecht","3632WE","12","'t Karrepad","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21251756,5.02836871
"'t Rond 12, 3632BP Loenen aan de Vecht","3632BP","12","'t Rond","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20820407,5.01763905
"Bastertlaan 12, 3632JJ Loenen aan de Vecht","3632JJ","12","Bastertlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2095478,5.01530063
"Bloklaan 12, 3632NX Loenen aan de Vecht","3632NX","12","Bloklaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20390546,5.02402851
"Brugstraat 12, 3632EH Loenen aan de Vecht","3632EH","12","Brugstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20800668,5.02298694
"Bulthuisweg 12, 3632JL Loenen aan de Vecht","3632JL","12","Bulthuisweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20996353,5.01465663
"Chris Schutweg 12, 3632JK Loenen aan de Vecht","3632JK","12","Chris Schutweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21018143,5.01546842
"De Werf 12, 3632AE Loenen aan de Vecht","3632AE","12","De Werf","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.22008506,5.00818948
"Dorpsstraat 12, 3632AT Loenen aan de Vecht","3632AT","12","Dorpsstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20769503,5.02125964
"Doude van Troostwijkplein 12, 3632BD Loenen aan de Vecht","3632BD","12","Doude van Troostwijkplein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2097861,5.02019522
"Graaf Florishof 12, 3632BS Loenen aan de Vecht","3632BS","12","Graaf Florishof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21035245,5.01663307
"Graaf Janlaan 12, 3632CB Loenen aan de Vecht","3632CB","12","Graaf Janlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21061766,5.01800369
"Grutterstraat 12, 3632EJ Loenen aan de Vecht","3632EJ","12","Grutterstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20927367,5.02247959
"Hoefijzer 12, 3632WB Loenen aan de Vecht","3632WB","12","Hoefijzer","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21128047,5.0274834
"Hofbergen 12, 3632WC Loenen aan de Vecht","3632WC","12","Hofbergen","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21421761,5.02220444
"Jan de Beijerhof 12, 3632JE Loenen aan de Vecht","3632JE","12","Jan de Beijerhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20903896,5.01509303
"Keizer Ottolaan 12, 3632BW Loenen aan de Vecht","3632BW","12","Keizer Ottolaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21047151,5.01924106
"Kerklaan 12, 3632AL Loenen aan de Vecht","3632AL","12","Kerklaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.22243836,5.01019893
"Kerkstraat 12, 3632EL Loenen aan de Vecht","3632EL","12","Kerkstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20947401,5.0226838
"Kickestein 12, 3632WG Loenen aan de Vecht","3632WG","12","Kickestein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21256184,5.02626361
"Koningin Julianaweg 12, 3632EE Loenen aan de Vecht","3632EE","12","Koningin Julianaweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21067906,5.02333834
"Koningin Wilhelminaweg 12, 3632EX Loenen aan de Vecht","3632EX","12","Koningin Wilhelminaweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21055472,5.02256582
"Ligtelijnweg 12, 3632JM Loenen aan de Vecht","3632JM","12","Ligtelijnweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20992348,5.01361658
"Lona 12, 3632WW Loenen aan de Vecht","3632WW","12","Lona","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21763485,5.01148211
"Lutgerslaan 12, 3632JA Loenen aan de Vecht","3632JA","12","Lutgerslaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20725723,5.01739263
"Middenhoek 12, 3632TA Loenen aan de Vecht","3632TA","12","Middenhoek","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21122957,5.02336486
"Mijndenburg 12, 3632NW Loenen aan de Vecht","3632NW","12","Mijndenburg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20391276,5.02222527
"Mijndensedijk 12, 3632NV Loenen aan de Vecht","3632NV","12","Mijndensedijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20372012,5.02123779
"Molendijk 12, 3632EN Loenen aan de Vecht","3632EN","12","Molendijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20963091,5.02290739
"Oostkanaaldijk 12, 3632GA Loenen aan de Vecht","3632GA","12","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24302727,5.01254239
"Oud Over 12, 3632VD Loenen aan de Vecht","3632VD","12","Oud Over","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20768995,5.0239513
"Ouderhoek 12, 3632XC Loenen aan de Vecht","3632XC","12","Ouderhoek","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21545022,5.0253036
"Prinses Margrietlaan 12, 3632EA Loenen aan de Vecht","3632EA","12","Prinses Margrietlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21246999,5.02080666
"Roghmanlaan 12, 3632JB Loenen aan de Vecht","3632JB","12","Roghmanlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20803164,5.01482259
"Stoopendaalweg 12, 3632JD Loenen aan de Vecht","3632JD","12","Stoopendaalweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20849051,5.01420472
"Van Amstellaan 12, 3632CA Loenen aan de Vecht","3632CA","12","Van Amstellaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21087745,5.01867675
"Van Henegouwenlaan 12, 3632BG Loenen aan de Vecht","3632BG","12","Van Henegouwenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20929646,5.01844418
"Van Lyndenlaan 12, 3632BZ Loenen aan de Vecht","3632BZ","12","Van Lyndenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21116295,5.01929914
"Vreelandseweg 12, 3632EP Loenen aan de Vecht","3632EP","12","Vreelandseweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21234871,5.02870587
"Vreelandseweg 12-ws12, 3632EP Loenen aan de Vecht","3632EP","12-ws12","Vreelandseweg","Loenen aan de Vecht","Stichtse Vecht","ligplaats",52.21225041,5.02927452
"Wallestein 12, 3632WL Loenen aan de Vecht","3632WL","12","Wallestein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21436667,5.02846591
"Westerklip 12, 3632TD Loenen aan de Vecht","3632TD","12","Westerklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21361551,5.02301719
"Zegelaarweg 12, 3632JC Loenen aan de Vecht","3632JC","12","Zegelaarweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20840903,5.01592943
"Hunthum 12a, 3632XK Loenen aan de Vecht","3632XK","12a","Hunthum","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21384931,5.02425358
"Mijndensedijk 12a, 3632NV Loenen aan de Vecht","3632NV","12a","Mijndensedijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20343745,5.02114421
"Oosterklip 12a, 3632XB Loenen aan de Vecht","3632XB","12a","Oosterklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.215565,5.02592045
"Oostkanaaldijk 12a, 3632GA Loenen aan de Vecht","3632GA","12a","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24494818,5.01385647
"Hunthum 12b, 3632XK Loenen aan de Vecht","3632XK","12b","Hunthum","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21384931,5.02425358
"Mijndensedijk 12b, 3632NV Loenen aan de Vecht","3632NV","12b","Mijndensedijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20337984,5.02114468
"Oosterklip 12b, 3632XB Loenen aan de Vecht","3632XB","12b","Oosterklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.215565,5.02592045
"'t Rond 13, 3632BN Loenen aan de Vecht","3632BN","13","'t Rond","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20799652,5.01680203
"Albrechtlaan 13, 3632BA Loenen aan de Vecht","3632BA","13","Albrechtlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20984263,5.02062884
"Bastertlaan 13, 3632JH Loenen aan de Vecht","3632JH","13","Bastertlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20932194,5.01439294
"Brugstraat 13, 3632EH Loenen aan de Vecht","3632EH","13","Brugstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2082194,5.0233274
"Buitenhof 13, 3632CD Loenen aan de Vecht","3632CD","13","Buitenhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21115691,5.01570082
"Bulthuisweg 13, 3632JL Loenen aan de Vecht","3632JL","13","Bulthuisweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20997028,5.01434772
"Chris Schutweg 13, 3632JK Loenen aan de Vecht","3632JK","13","Chris Schutweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21005312,5.01513694
"Dorpsstraat 13, 3632AP Loenen aan de Vecht","3632AP","13","Dorpsstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20794148,5.02108586
"Doude van Troostwijkplein 13, 3632BC Loenen aan de Vecht","3632BC","13","Doude van Troostwijkplein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20998617,5.01901185
"Driehovenlaan 13, 3632BH Loenen aan de Vecht","3632BH","13","Driehovenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20988017,5.01721769
"Graaf Florishof 13, 3632BR Loenen aan de Vecht","3632BR","13","Graaf Florishof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20992966,5.01634749
"Graaf Janlaan 13, 3632CB Loenen aan de Vecht","3632CB","13","Graaf Janlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21058272,5.01758085
"Grutterstraat 13, 3632EJ Loenen aan de Vecht","3632EJ","13","Grutterstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20922017,5.02215216
"Hoefijzer 13, 3632WC Loenen aan de Vecht","3632WC","13","Hoefijzer","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21111874,5.0251471
"Hofbergen 13, 3632WB Loenen aan de Vecht","3632WB","13","Hofbergen","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2138949,5.02262716
"Jan de Beijerhof 13, 3632JE Loenen aan de Vecht","3632JE","13","Jan de Beijerhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20861906,5.01478403
"Johannes Sandersonhof 13, 3632AD Loenen aan de Vecht","3632AD","13","Johannes Sandersonhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20757517,5.02051626
"Kappeyne van de Coppellolaan 13, 3632JP Loenen aan de Vecht","3632JP","13","Kappeyne van de Coppellolaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21033962,5.01416213
"Keizer Ottolaan 13, 3632BV Loenen aan de Vecht","3632BV","13","Keizer Ottolaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21013385,5.01947545
"Kerklaan 13, 3632AK Loenen aan de Vecht","3632AK","13","Kerklaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.22191913,5.00943837
"Kickestein 13, 3632WG Loenen aan de Vecht","3632WG","13","Kickestein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21259753,5.02620846
"Koningin Julianaweg 13, 3632EC Loenen aan de Vecht","3632EC","13","Koningin Julianaweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21057778,5.0230208
"Koningin Wilhelminaweg 13, 3632EV Loenen aan de Vecht","3632EV","13","Koningin Wilhelminaweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21062433,5.02208711
"Ligtelijnweg 13, 3632JM Loenen aan de Vecht","3632JM","13","Ligtelijnweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21011777,5.01266628
"Lona 13, 3632WW Loenen aan de Vecht","3632WW","13","Lona","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2177248,5.01144047
"Lutgerslaan 13, 3632JA Loenen aan de Vecht","3632JA","13","Lutgerslaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2070901,5.01686121
"Middenhoek 13, 3632TA Loenen aan de Vecht","3632TA","13","Middenhoek","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21126951,5.02331918
"Mijndensedijk 13, 3632NT Loenen aan de Vecht","3632NT","13","Mijndensedijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20269924,5.02168289
"Molendijk 13, 3632EM Loenen aan de Vecht","3632EM","13","Molendijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21003109,5.02353163
"Oostkanaaldijk 13, 3632GA Loenen aan de Vecht","3632GA","13","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24497144,5.01311055
"Oud Over 13, 3632VA Loenen aan de Vecht","3632VA","13","Oud Over","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2081533,5.02372573
"Ouderhoek 13, 3632XC Loenen aan de Vecht","3632XC","13","Ouderhoek","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21549118,5.02535419
"Roghmanlaan 13, 3632JB Loenen aan de Vecht","3632JB","13","Roghmanlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20803164,5.01482259
"Slootdijk 13, 3632AM Loenen aan de Vecht","3632AM","13","Slootdijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.22162279,5.00680535
"Spinnerie 13, 3632ET Loenen aan de Vecht","3632ET","13","Spinnerie","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20994431,5.02258471
"Stoopendaalweg 13, 3632JD Loenen aan de Vecht","3632JD","13","Stoopendaalweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20817875,5.01396111
"Van Amstellaan 13, 3632CA Loenen aan de Vecht","3632CA","13","Van Amstellaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21077837,5.01832058
"Van Henegouwenlaan 13, 3632BE Loenen aan de Vecht","3632BE","13","Van Henegouwenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20983138,5.01868994
"Van Lyndenlaan 13, 3632BX Loenen aan de Vecht","3632BX","13","Van Lyndenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21101686,5.01899763
"Vreelandseweg 13, 3632EP Loenen aan de Vecht","3632EP","13","Vreelandseweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21249837,5.02876904
"Wallestein 13, 3632WL Loenen aan de Vecht","3632WL","13","Wallestein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21433377,5.02840618
"Westerklip 13, 3632TD Loenen aan de Vecht","3632TD","13","Westerklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21315683,5.02327231
"Zegelaarweg 13, 3632JC Loenen aan de Vecht","3632JC","13","Zegelaarweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20837684,5.01564177
"Hunthum 13a, 3632XK Loenen aan de Vecht","3632XK","13a","Hunthum","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21387567,5.02432038
"Keizer Ottolaan 13a, 3632BV Loenen aan de Vecht","3632BV","13a","Keizer Ottolaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21013385,5.01947545
"Oosterklip 13a, 3632XA Loenen aan de Vecht","3632XA","13a","Oosterklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21565992,5.02630525
"Ter Beekhof 13a, 3632BK Loenen aan de Vecht","3632BK","13a","Ter Beekhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2090978,5.01898173
"Hunthum 13b, 3632XK Loenen aan de Vecht","3632XK","13b","Hunthum","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21387567,5.02432038
"Oosterklip 13b, 3632XA Loenen aan de Vecht","3632XA","13b","Oosterklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21565992,5.02630525
"Ter Beekhof 13b, 3632BK Loenen aan de Vecht","3632BK","13b","Ter Beekhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2090978,5.01898173
"'t Rond 14, 3632BP Loenen aan de Vecht","3632BP","14","'t Rond","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20825994,5.01782834
"Bastertlaan 14, 3632JJ Loenen aan de Vecht","3632JJ","14","Bastertlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20955072,5.01520024
"Bloklaan 14, 3632NX Loenen aan de Vecht","3632NX","14","Bloklaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20386367,5.02408663
"Brugstraat 14, 3632EH Loenen aan de Vecht","3632EH","14","Brugstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20801886,5.02319555
"Bulthuisweg 14, 3632JL Loenen aan de Vecht","3632JL","14","Bulthuisweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21001517,5.01461567
"Chris Schutweg 14, 3632JK Loenen aan de Vecht","3632JK","14","Chris Schutweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21041395,5.01537137
"Dorpsstraat 14, 3632AT Loenen aan de Vecht","3632AT","14","Dorpsstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20769503,5.02125964
"Doude van Troostwijkplein 14, 3632BD Loenen aan de Vecht","3632BD","14","Doude van Troostwijkplein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20986939,5.02009958
"Graaf Florishof 14, 3632BS Loenen aan de Vecht","3632BS","14","Graaf Florishof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21037939,5.01671127
"Graaf Janlaan 14, 3632CB Loenen aan de Vecht","3632CB","14","Graaf Janlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21066254,5.01795737
"Grutterstraat 14, 3632EJ Loenen aan de Vecht","3632EJ","14","Grutterstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20923625,5.02252906
"Hoefijzer 14, 3632WB Loenen aan de Vecht","3632WB","14","Hoefijzer","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21133229,5.02752936
"Hofbergen 14, 3632WC Loenen aan de Vecht","3632WC","14","Hofbergen","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21415912,5.02209254
"Jan de Beijerhof 14, 3632JE Loenen aan de Vecht","3632JE","14","Jan de Beijerhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20903419,5.01494662
"Keizer Ottolaan 14, 3632BW Loenen aan de Vecht","3632BW","14","Keizer Ottolaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2104395,5.01914958
"Kerklaan 14, 3632AL Loenen aan de Vecht","3632AL","14","Kerklaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2224136,5.01010181
"Kerkstraat 14, 3632EL Loenen aan de Vecht","3632EL","14","Kerkstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20950221,5.02252893
"Kickestein 14, 3632WG Loenen aan de Vecht","3632WG","14","Kickestein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21262249,5.02613963
"Koningin Julianaweg 14, 3632EE Loenen aan de Vecht","3632EE","14","Koningin Julianaweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21076209,5.02324285
"Koningin Wilhelminaweg 14, 3632EX Loenen aan de Vecht","3632EX","14","Koningin Wilhelminaweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21059654,5.02251851
"Ligtelijnweg 14, 3632JM Loenen aan de Vecht","3632JM","14","Ligtelijnweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20997202,5.0136191
"Lona 14, 3632WW Loenen aan de Vecht","3632WW","14","Lona","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21777821,5.01142443
"Lutgerslaan 14, 3632JA Loenen aan de Vecht","3632JA","14","Lutgerslaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20728223,5.01731108
"Middenhoek 14, 3632TA Loenen aan de Vecht","3632TA","14","Middenhoek","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21130883,5.02327409
"Mijndensedijk 14, 3632NV Loenen aan de Vecht","3632NV","14","Mijndensedijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20320941,5.02116685
"Molendijk 14, 3632EN Loenen aan de Vecht","3632EN","14","Molendijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20965319,5.02296047
"Oostkanaaldijk 14, 3632GA Loenen aan de Vecht","3632GA","14","Oostkanaaldijk","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.24503711,5.01312816
"Ouderhoek 14, 3632XC Loenen aan de Vecht","3632XC","14","Ouderhoek","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21551172,5.02542821
"Roghmanlaan 14, 3632JB Loenen aan de Vecht","3632JB","14","Roghmanlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20803164,5.01482259
"Stoopendaalweg 14, 3632JD Loenen aan de Vecht","3632JD","14","Stoopendaalweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20861209,5.01411241
"Van Amstellaan 14, 3632CA Loenen aan de Vecht","3632CA","14","Van Amstellaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21092017,5.01862841
"Van Henegouwenlaan 14, 3632BG Loenen aan de Vecht","3632BG","14","Van Henegouwenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20929646,5.01844418
"Van Lyndenlaan 14, 3632BZ Loenen aan de Vecht","3632BZ","14","Van Lyndenlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.211286,5.01915415
"Vreelandseweg 14, 3632EP Loenen aan de Vecht","3632EP","14","Vreelandseweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21260952,5.02881804
"Wallestein 14, 3632WL Loenen aan de Vecht","3632WL","14","Wallestein","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.2142948,5.02835689
"Westerklip 14, 3632TD Loenen aan de Vecht","3632TD","14","Westerklip","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21312309,5.02320133
"Zegelaarweg 14, 3632JC Loenen aan de Vecht","3632JC","14","Zegelaarweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.208583,5.01589111
"Hunthum 14a, 3632XK Loenen aan de Vecht","3632XK","14a","Hunthum","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21390642,5.024381
"Hunthum 14b, 3632XK Loenen aan de Vecht","3632XK","14b","Hunthum","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21390642,5.024381
"'t Rond 15, 3632BN Loenen aan de Vecht","3632BN","15","'t Rond","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20828377,5.01672389
"Albrechtlaan 15, 3632BA Loenen aan de Vecht","3632BA","15","Albrechtlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20988723,5.02057624
"Bastertlaan 15, 3632JH Loenen aan de Vecht","3632JH","15","Bastertlaan","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20930847,5.01428069
"Brugstraat 15, 3632EH Loenen aan de Vecht","3632EH","15","Brugstraat","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.20817686,5.02337749
"Buitenhof 15, 3632CD Loenen aan de Vecht","3632CD","15","Buitenhof","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21121829,5.01567164
"Bulthuisweg 15, 3632JL Loenen aan de Vecht","3632JL","15","Bulthuisweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21001979,5.01434453
"Chris Schutweg 15, 3632JK Loenen aan de Vecht","3632JK","15","Chris Schutweg","Loenen aan de Vecht","Stichtse Vecht","verblijfsobject",52.21031498,5.01509174
