adres,postcode,huisnummer,straat,woonplaats,gemeente,objecttype,lat,lng
"Oranjeweg 27, 1241XN Kortenhoef",1241XN,27,Oranjeweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23743195,5.11956273
"P.J.C.Gabriëlgaarde 27, 1241AJ Kortenhoef",1241AJ,27,P.J.C.Gabriëlgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24265002,5.11786226
"Reigerlaan 27, 1241EB Kortenhoef",1241EB,27,Reigerlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23718712,5.11861263
"Rijck Loeverehof 27, 1241BJ Kortenhoef",1241BJ,27,Rijck Loeverehof,Kortenhoef,Wijdemeren,verblijfsobject,52.24202468,5.11559666
"van Nes van Meerkerklaan 27, 1241AA Kortenhoef",1241AA,27,van Nes van Meerkerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24285108,5.11932518
"Zandheuvel 27, 1241JN Kortenhoef",1241JN,27,Zandheuvel,Kortenhoef,Wijdemeren,verblijfsobject,52.2345656,5.119902
"Zuidsingel 27, 1241EH Kortenhoef",1241EH,27,Zuidsingel,Kortenhoef,Wijdemeren,verblijfsobject,52.23672551,5.11719539
"Zwanebloem 27, 1241VL Kortenhoef",1241VL,27,Zwanebloem,Kortenhoef,Wijdemeren,verblijfsobject,52.23895243,5.10855884
"Anton Smeerdijkgaarde 28, 1241AV Kortenhoef",1241AV,28,Anton Smeerdijkgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24339099,5.11178151
"Beatrixweg 28, 1241XW Kortenhoef",1241XW,28,Beatrixweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23898683,5.11561518
"Bernard van Beeklaan 28, 1241AH Kortenhoef",1241AH,28,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24383938,5.11523419
"Broekbos 28, 1241VB Kortenhoef",1241VB,28,Broekbos,Kortenhoef,Wijdemeren,verblijfsobject,52.24070086,5.11059761
"C.Vreedenburghgaarde 28, 1241AS Kortenhoef",1241AS,28,C.Vreedenburghgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.2446686,5.11235929
"Claes Heynensoenlaan 28, 1241BM Kortenhoef",1241BM,28,Claes Heynensoenlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24170297,5.11640388
"De Kwakel 28, 1241LD Kortenhoef",1241LD,28,De Kwakel,Kortenhoef,Wijdemeren,verblijfsobject,52.24255009,5.10963443
"Dodaarslaan 28, 1241XJ Kortenhoef",1241XJ,28,Dodaarslaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24012551,5.11054262
"Dopheigang 28, 1241JL Kortenhoef",1241JL,28,Dopheigang,Kortenhoef,Wijdemeren,verblijfsobject,52.23497595,5.11853812
"Egidius Blocklaan 28, 1241BV Kortenhoef",1241BV,28,Egidius Blocklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24164356,5.11794155
"Elbert Mooijlaan 28, 1241BD Kortenhoef",1241BD,28,Elbert Mooijlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24191199,5.11741284
"Hoflaan 28, 1241XM Kortenhoef",1241XM,28,Hoflaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24025291,5.11121529
"Huijbert van Schadijckln 28, 1241BR Kortenhoef",1241BR,28,Huijbert van Schadijckln,Kortenhoef,Wijdemeren,verblijfsobject,52.24139881,5.11413405
"J.F.van Heumenhof 28, 1241DK Kortenhoef",1241DK,28,J.F.van Heumenhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24110065,5.11245451
"J.H.Valkenburglaan 28, 1241BH Kortenhoef",1241BH,28,J.H.Valkenburglaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2422467,5.11443865
"Jonkheer Sixhof 28, 1241CR Kortenhoef",1241CR,28,Jonkheer Sixhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24199999,5.12054552
"Julianaweg 28, 1241VW Kortenhoef",1241VW,28,Julianaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23746067,5.11638575
"Kerklaan 28, 1241CM Kortenhoef",1241CM,28,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23963635,5.11737764
"Koninginneweg 28, 1241CT Kortenhoef",1241CT,28,Koninginneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.24058948,5.12080285
"Kortenhoefsedijk 28, 1241LN Kortenhoef",1241LN,28,Kortenhoefsedijk,Kortenhoef,Wijdemeren,verblijfsobject,52.2404745,5.10816348
"Krabbescheer 28, 1241VD Kortenhoef",1241VD,28,Krabbescheer,Kortenhoef,Wijdemeren,verblijfsobject,52.24062704,5.10977818
"Lepelaarlaan 28, 1241EG Kortenhoef",1241EG,28,Lepelaarlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23828336,5.1145654
"Meenthof 28, 1241CP Kortenhoef",1241CP,28,Meenthof,Kortenhoef,Wijdemeren,verblijfsobject,52.23986035,5.11246216
"Moerendael 28, 1241HT Kortenhoef",1241HT,28,Moerendael,Kortenhoef,Wijdemeren,verblijfsobject,52.23605363,5.11424234
"Moleneind 28, 1241NG Kortenhoef",1241NG,28,Moleneind,Kortenhoef,Wijdemeren,verblijfsobject,52.22384728,5.07964248
"Mr.Johannes Sandersonhof 28, 1241CE Kortenhoef",1241CE,28,Mr.Johannes Sandersonhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24003955,5.12005948
"Oranjeweg 28, 1241XS Kortenhoef",1241XS,28,Oranjeweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23769269,5.11960508
"P.J.C.Gabriëlgaarde 28, 1241AM Kortenhoef",1241AM,28,P.J.C.Gabriëlgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24314113,5.1164537
"Pieter van der Leelaan 28, 1241DG Kortenhoef",1241DG,28,Pieter van der Leelaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23964263,5.11941768
"Piramide 28, 1241JH Kortenhoef",1241JH,28,Piramide,Kortenhoef,Wijdemeren,verblijfsobject,52.23564829,5.11777284
"Reigerlaan 28, 1241ED Kortenhoef",1241ED,28,Reigerlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23702438,5.11818906
"Rijck Loeverehof 28, 1241BK Kortenhoef",1241BK,28,Rijck Loeverehof,Kortenhoef,Wijdemeren,verblijfsobject,52.24167379,5.11543775
"Rozenhof 28, 1241XE Kortenhoef",1241XE,28,Rozenhof,Kortenhoef,Wijdemeren,verblijfsobject,52.23860207,5.11246992
"van Nes van Meerkerklaan 28, 1241AB Kortenhoef",1241AB,28,van Nes van Meerkerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24283383,5.1196474
"Zandheuvel 28, 1241JP Kortenhoef",1241JP,28,Zandheuvel,Kortenhoef,Wijdemeren,verblijfsobject,52.23460938,5.11938938
"Zuidsingel 28, 1241EN Kortenhoef",1241EN,28,Zuidsingel,Kortenhoef,Wijdemeren,verblijfsobject,52.23579648,5.1197043
"Zwanebloem 28, 1241VM Kortenhoef",1241VM,28,Zwanebloem,Kortenhoef,Wijdemeren,verblijfsobject,52.23912257,5.10829425
"Kerklaan 28a, 1241CM Kortenhoef",1241CM,28a,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23971497,5.11709095
"Anton Smeerdijkgaarde 29, 1241AV Kortenhoef",1241AV,29,Anton Smeerdijkgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24331898,5.11173803
"Bernard van Beeklaan 29, 1241AC Kortenhoef",1241AC,29,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24367023,5.11593802
"Broekbos 29, 1241VA Kortenhoef",1241VA,29,Broekbos,Kortenhoef,Wijdemeren,verblijfsobject,52.24041332,5.11062867
"C.Vreedenburghgaarde 29, 1241AR Kortenhoef",1241AR,29,C.Vreedenburghgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24506651,5.11341107
"Dodaarslaan 29, 1241XG Kortenhoef",1241XG,29,Dodaarslaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23909738,5.11289143
"Egidius Blocklaan 29, 1241BS Kortenhoef",1241BS,29,Egidius Blocklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24113842,5.11713935
"Elbert Mooijlaan 29, 1241BA Kortenhoef",1241BA,29,Elbert Mooijlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2417898,5.11900946
"Emmaweg 29, 1241LG Kortenhoef",1241LG,29,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23481982,5.12055945
"Hoflaan 29, 1241HH Kortenhoef",1241HH,29,Hoflaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23836254,5.10996797
"Huijbert van Schadijckln 29, 1241BP Kortenhoef",1241BP,29,Huijbert van Schadijckln,Kortenhoef,Wijdemeren,verblijfsobject,52.24091963,5.11468871
"Ireneweg 29, 1241XX Kortenhoef",1241XX,29,Ireneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23918905,5.11469716
"J.F.van Heumenhof 29, 1241DJ Kortenhoef",1241DJ,29,J.F.van Heumenhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24158704,5.11290538
"Jan Stadelaarstraat 29, 1241CA Kortenhoef",1241CA,29,Jan Stadelaarstraat,Kortenhoef,Wijdemeren,verblijfsobject,52.24118832,5.11932054
"Julianaweg 29, 1241VV Kortenhoef",1241VV,29,Julianaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23713781,5.11669514
"Kerklaan 29, 1241CJ Kortenhoef",1241CJ,29,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23870708,5.1190573
"Koninginneweg 29, 1241CT Kortenhoef",1241CT,29,Koninginneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.24063439,5.12078794
"Lepelaarlaan 29, 1241EE Kortenhoef",1241EE,29,Lepelaarlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23825866,5.11554642
"Meenthof 29, 1241CP Kortenhoef",1241CP,29,Meenthof,Kortenhoef,Wijdemeren,verblijfsobject,52.2398794,5.11241424
"Moleneind 29, 1241NG Kortenhoef",1241NG,29,Moleneind,Kortenhoef,Wijdemeren,verblijfsobject,52.22370389,5.07963781
"Oostindië 29, 1241HV Kortenhoef",1241HV,29,Oostindië,Kortenhoef,Wijdemeren,verblijfsobject,52.23602933,5.11539899
"Oranjeweg 29, 1241XN Kortenhoef",1241XN,29,Oranjeweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23744976,5.11948942
"P.J.C.Gabriëlgaarde 29, 1241AJ Kortenhoef",1241AJ,29,P.J.C.Gabriëlgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24260145,5.11796747
"Reigerlaan 29, 1241EB Kortenhoef",1241EB,29,Reigerlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23720493,5.11853932
"Rijck Loeverehof 29, 1241BJ Kortenhoef",1241BJ,29,Rijck Loeverehof,Kortenhoef,Wijdemeren,verblijfsobject,52.24199788,5.11567003
"van Nes van Meerkerklaan 29, 1241AA Kortenhoef",1241AA,29,van Nes van Meerkerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24282428,5.11939855
"Zandheuvel 29, 1241JN Kortenhoef",1241JN,29,Zandheuvel,Kortenhoef,Wijdemeren,verblijfsobject,52.23450262,5.1198731
"Zuidsingel 29, 1241EH Kortenhoef",1241EH,29,Zuidsingel,Kortenhoef,Wijdemeren,verblijfsobject,52.2367612,5.11707805
"Zwanebloem 29, 1241VL Kortenhoef",1241VL,29,Zwanebloem,Kortenhoef,Wijdemeren,verblijfsobject,52.23888938,5.10850068
"Emmaweg 29a, 1241LG Kortenhoef",1241LG,29a,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23456974,5.12058876
"Meenthof 29a, 1241CP Kortenhoef",1241CP,29a,Meenthof,Kortenhoef,Wijdemeren,verblijfsobject,52.23985445,5.11242021
"Emmaweg 29b, 1241LG Kortenhoef",1241LG,29b,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23460399,5.12098503
"Emmaweg 29c, 1241LG Kortenhoef",1241LG,29c,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23442441,5.12113236
"Emmaweg 29d, 1241LG Kortenhoef",1241LG,29d,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23418187,5.12113012
"Anton Smeerdijkgaarde 30, 1241AV Kortenhoef",1241AV,30,Anton Smeerdijkgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24326492,5.1116798
"Beatrixweg 30, 1241XW Kortenhoef",1241XW,30,Beatrixweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23896879,5.11558601
"Bernard van Beeklaan 30, 1241AH Kortenhoef",1241AH,30,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24382161,5.11532215
"Bernard van Beeklaan 30-TRAF, 1241AH Kortenhoef",1241AH,30-TRAF,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24381114,5.11542293
"C.Vreedenburghgaarde 30, 1241AS Kortenhoef",1241AS,30,C.Vreedenburghgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24472372,5.11287142
"Claes Heynensoenlaan 30, 1241BM Kortenhoef",1241BM,30,Claes Heynensoenlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24179028,5.1164597
"De Kwakel 30, 1241LD Kortenhoef",1241LD,30,De Kwakel,Kortenhoef,Wijdemeren,verblijfsobject,52.24226232,5.10956302
"Dopheigang 30, 1241JL Kortenhoef",1241JL,30,Dopheigang,Kortenhoef,Wijdemeren,verblijfsobject,52.23493094,5.11850912
"Egidius Blocklaan 30, 1241BV Kortenhoef",1241BV,30,Egidius Blocklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24169756,5.1179705
"Elbert Mooijlaan 30, 1241BD Kortenhoef",1241BD,30,Elbert Mooijlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24193876,5.11732484
"Emmaweg 30, 1241LG Kortenhoef",1241LG,30,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23401997,5.12122133
"Hoflaan 30, 1241XM Kortenhoef",1241XM,30,Hoflaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24019888,5.1111717
"J.F.van Heumenhof 30, 1241DK Kortenhoef",1241DK,30,J.F.van Heumenhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24114546,5.11239567
"J.H.Valkenburglaan 30, 1241BH Kortenhoef",1241BH,30,J.H.Valkenburglaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24233672,5.11449666
"Julianaweg 30, 1241VW Kortenhoef",1241VW,30,Julianaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23740667,5.1163568
"Kerklaan 30, 1241CM Kortenhoef",1241CM,30,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23977344,5.11688013
"Koninginneweg 30, 1241CT Kortenhoef",1241CT,30,Koninginneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.24067933,5.12078767
"Kortenhoefsedijk 30, 1241LN Kortenhoef",1241LN,30,Kortenhoefsedijk,Kortenhoef,Wijdemeren,verblijfsobject,52.24031281,5.10759623
"Krabbescheer 30, 1241VD Kortenhoef",1241VD,30,Krabbescheer,Kortenhoef,Wijdemeren,verblijfsobject,52.24061006,5.10979344
"Meenthof 30, 1241CP Kortenhoef",1241CP,30,Meenthof,Kortenhoef,Wijdemeren,verblijfsobject,52.23988711,5.11237415
"Moerendael 30, 1241HT Kortenhoef",1241HT,30,Moerendael,Kortenhoef,Wijdemeren,verblijfsobject,52.23576818,5.11518099
"Moleneind 30, 1241NG Kortenhoef",1241NG,30,Moleneind,Kortenhoef,Wijdemeren,verblijfsobject,52.22351045,5.07925353
"Mr.Johannes Sandersonhof 30, 1241CE Kortenhoef",1241CE,30,Mr.Johannes Sandersonhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24009357,5.12010307
"Oranjeweg 30, 1241XS Kortenhoef",1241XS,30,Oranjeweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23771949,5.11953172
"P.J.C.Gabriëlgaarde 30, 1241AM Kortenhoef",1241AM,30,P.J.C.Gabriëlgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24324858,5.11627735
"Pieter van der Leelaan 30, 1241DG Kortenhoef",1241DG,30,Pieter van der Leelaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23961583,5.11949104
"Piramide 30, 1241JH Kortenhoef",1241JH,30,Piramide,Kortenhoef,Wijdemeren,verblijfsobject,52.23567509,5.11769948
"Reigerlaan 30, 1241ED Kortenhoef",1241ED,30,Reigerlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23704219,5.11811576
"Rijck Loeverehof 30, 1241BK Kortenhoef",1241BK,30,Rijck Loeverehof,Kortenhoef,Wijdemeren,verblijfsobject,52.24172785,5.11549598
"van Nes van Meerkerklaan 30, 1241AB Kortenhoef",1241AB,30,van Nes van Meerkerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24295094,5.11976383
"Zandheuvel 30, 1241JP Kortenhoef",1241JP,30,Zandheuvel,Kortenhoef,Wijdemeren,verblijfsobject,52.23457333,5.11934568
"Zuidsingel 30, 1241HB Kortenhoef",1241HB,30,Zuidsingel,Kortenhoef,Wijdemeren,verblijfsobject,52.23574992,5.11898727
"Zwanebloem 30, 1241VM Kortenhoef",1241VM,30,Zwanebloem,Kortenhoef,Wijdemeren,verblijfsobject,52.23904155,5.1082362
"De Kwakel 30a, 1241LD Kortenhoef",1241LD,30a,De Kwakel,Kortenhoef,Wijdemeren,verblijfsobject,52.24219031,5.10951955
"Kerklaan 30a, 1241CM Kortenhoef",1241CM,30a,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23979297,5.11680203
"Kortenhoefsedijk 30a, 1241LN Kortenhoef",1241LN,30a,Kortenhoefsedijk,Kortenhoef,Wijdemeren,verblijfsobject,52.24058737,5.10735852
"Zuidsingel 30a, 1241HB Kortenhoef",1241HB,30a,Zuidsingel,Kortenhoef,Wijdemeren,verblijfsobject,52.23578561,5.11886994
"Anton Smeerdijkgaarde 31, 1241AV Kortenhoef",1241AV,31,Anton Smeerdijkgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24304901,5.11159329
"Bernard van Beeklaan 31, 1241AC Kortenhoef",1241AC,31,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24372423,5.11596698
"Broekbos 31, 1241VA Kortenhoef",1241VA,31,Broekbos,Kortenhoef,Wijdemeren,verblijfsobject,52.24042203,5.11051149
"C.Vreedenburghgaarde 31, 1241AR Kortenhoef",1241AR,31,C.Vreedenburghgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24499522,5.11367507
"Dodaarslaan 31, 1241XG Kortenhoef",1241XG,31,Dodaarslaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23912414,5.11280343
"Egidius Blocklaan 31, 1241BS Kortenhoef",1241BS,31,Egidius Blocklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24116541,5.11715383
"Elbert Mooijlaan 31, 1241BA Kortenhoef",1241BA,31,Elbert Mooijlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24182555,5.1189214
"Emmaweg 31, 1241LG Kortenhoef",1241LG,31,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23415398,5.12070959
"Hoflaan 31, 1241HH Kortenhoef",1241HH,31,Hoflaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2383175,5.10992433
"Huijbert van Schadijckln 31, 1241BP Kortenhoef",1241BP,31,Huijbert van Schadijckln,Kortenhoef,Wijdemeren,verblijfsobject,52.24094112,5.1146033
"Ireneweg 31, 1241XX Kortenhoef",1241XX,31,Ireneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23921657,5.114605
"J.F.van Heumenhof 31, 1241DJ Kortenhoef",1241DJ,31,J.F.van Heumenhof,Kortenhoef,Wijdemeren,verblijfsobject,52.2415691,5.11292013
"Jan Stadelaarstraat 31, 1241CA Kortenhoef",1241CA,31,Jan Stadelaarstraat,Kortenhoef,Wijdemeren,verblijfsobject,52.24123336,5.11936419
"Julianaweg 31, 1241VV Kortenhoef",1241VV,31,Julianaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23709277,5.1166515
"Kerklaan 31, 1241CK Kortenhoef",1241CK,31,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23873391,5.11899858
"Koninginneweg 31, 1241CT Kortenhoef",1241CT,31,Koninginneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.24078705,5.12072847
"Lepelaarlaan 31, 1241EE Kortenhoef",1241EE,31,Lepelaarlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23828542,5.11545842
"Meenthof 31, 1241CP Kortenhoef",1241CP,31,Meenthof,Kortenhoef,Wijdemeren,verblijfsobject,52.23990498,5.11233012
"Moleneind 31, 1241NH Kortenhoef",1241NH,31,Moleneind,Kortenhoef,Wijdemeren,verblijfsobject,52.22346529,5.07916603
"Oostindië 31, 1241HV Kortenhoef",1241HV,31,Oostindië,Kortenhoef,Wijdemeren,verblijfsobject,52.23601153,5.11547229
"Oranjeweg 31, 1241XN Kortenhoef",1241XN,31,Oranjeweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23746757,5.11941612
"P.J.C.Gabriëlgaarde 31, 1241AJ Kortenhoef",1241AJ,31,P.J.C.Gabriëlgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24261364,5.11796716
"Reigerlaan 31, 1241EB Kortenhoef",1241EB,31,Reigerlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2372317,5.11845132
"Rijck Loeverehof 31, 1241BJ Kortenhoef",1241BJ,31,Rijck Loeverehof,Kortenhoef,Wijdemeren,verblijfsobject,52.24198007,5.11574334
"Zandheuvel 31, 1241JN Kortenhoef",1241JN,31,Zandheuvel,Kortenhoef,Wijdemeren,verblijfsobject,52.23441254,5.11978581
"Zuidsingel 31, 1241EJ Kortenhoef",1241EJ,31,Zuidsingel,Kortenhoef,Wijdemeren,verblijfsobject,52.23678796,5.11699006
"Zwanebloem 31, 1241VL Kortenhoef",1241VL,31,Zwanebloem,Kortenhoef,Wijdemeren,verblijfsobject,52.23884437,5.10847168
"Elbert Mooijlaan 31A, 1241BA Kortenhoef",1241BA,31A,Elbert Mooijlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24220449,5.1183448
"Emmaweg 31a, 1241LG Kortenhoef",1241LG,31a,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23427,5.12034293
"Emmaweg 31b, 1241LG Kortenhoef",1241LG,31b,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23422545,5.12051886
"Emmaweg 31c, 1241LG Kortenhoef",1241LG,31c,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.2343843,5.12023295
"Anton Smeerdijkgaarde 32, 1241AV Kortenhoef",1241AV,32,Anton Smeerdijkgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24297711,5.11159373
"Beatrixweg 32, 1241XW Kortenhoef",1241XW,32,Beatrixweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23892378,5.11555701
"Bernard van Beeklaan 32, 1241AH Kortenhoef",1241AH,32,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24380441,5.11565901
"Bernard van Beeklaan 32-GA01, 1241AH Kortenhoef",1241AH,32-GA01,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24380512,5.11545176
"Bernard van Beeklaan 32-GA02, 1241AH Kortenhoef",1241AH,32-GA02,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2437874,5.11550028
"Bernard van Beeklaan 32-GA03, 1241AH Kortenhoef",1241AH,32-GA03,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24377678,5.11553521
"Bernard van Beeklaan 32-GA04, 1241AH Kortenhoef",1241AH,32-GA04,Bernard van Beeklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2437638,5.11557791
"C.Vreedenburghgaarde 32, 1241AS Kortenhoef",1241AS,32,C.Vreedenburghgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24479562,5.11287098
"Claes Heynensoenlaan 32, 1241BM Kortenhoef",1241BM,32,Claes Heynensoenlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24182906,5.11652024
"De Kwakel 32, 1241LD Kortenhoef",1241LD,32,De Kwakel,Kortenhoef,Wijdemeren,verblijfsobject,52.24201889,5.10924243
"Dopheigang 32, 1241JL Kortenhoef",1241JL,32,Dopheigang,Kortenhoef,Wijdemeren,verblijfsobject,52.23488594,5.11848011
"Egidius Blocklaan 32, 1241BV Kortenhoef",1241BV,32,Egidius Blocklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.2417426,5.11801415
"Elbert Mooijlaan 32, 1241BD Kortenhoef",1241BD,32,Elbert Mooijlaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24195653,5.11723688
"Emmaweg 32, 1241LG Kortenhoef",1241LG,32,Emmaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23411722,5.12004475
"Hoflaan 32, 1241XM Kortenhoef",1241XM,32,Hoflaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24015387,5.1111427
"J.F.van Heumenhof 32, 1241DK Kortenhoef",1241DK,32,J.F.van Heumenhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24112755,5.11242506
"J.H.Valkenburglaan 32, 1241BH Kortenhoef",1241BH,32,J.H.Valkenburglaan,Kortenhoef,Wijdemeren,verblijfsobject,52.24238172,5.11452567
"Julianaweg 32, 1241VW Kortenhoef",1241VW,32,Julianaweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23736163,5.11631315
"Kerklaan 32, 1241CM Kortenhoef",1241CM,32,Kerklaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23983023,5.11664039
"Koninginneweg 32, 1241CT Kortenhoef",1241CT,32,Koninginneweg,Kortenhoef,Wijdemeren,verblijfsobject,52.24084996,5.12072809
"Kortenhoefsedijk 32, 1241LN Kortenhoef",1241LN,32,Kortenhoefsedijk,Kortenhoef,Wijdemeren,verblijfsobject,52.23995556,5.10707388
"Krabbescheer 32, 1241VD Kortenhoef",1241VD,32,Krabbescheer,Kortenhoef,Wijdemeren,verblijfsobject,52.24059108,5.10977841
"Meenthof 32, 1241CP Kortenhoef",1241CP,32,Meenthof,Kortenhoef,Wijdemeren,verblijfsobject,52.2399235,5.11216696
"Moerendael 32, 1241HT Kortenhoef",1241HT,32,Moerendael,Kortenhoef,Wijdemeren,verblijfsobject,52.23574139,5.11525435
"Moleneind 32, 1241NH Kortenhoef",1241NH,32,Moleneind,Kortenhoef,Wijdemeren,verblijfsobject,52.22324185,5.07965053
"Mr.Johannes Sandersonhof 32, 1241CE Kortenhoef",1241CE,32,Mr.Johannes Sandersonhof,Kortenhoef,Wijdemeren,verblijfsobject,52.24014757,5.12013203
"Oranjeweg 32, 1241XS Kortenhoef",1241XS,32,Oranjeweg,Kortenhoef,Wijdemeren,verblijfsobject,52.23774629,5.11945836
"P.J.C.Gabriëlgaarde 32, 1241AM Kortenhoef",1241AM,32,P.J.C.Gabriëlgaarde,Kortenhoef,Wijdemeren,verblijfsobject,52.24327535,5.11618934
"Pieter van der Leelaan 32, 1241DG Kortenhoef",1241DG,32,Pieter van der Leelaan,Kortenhoef,Wijdemeren,verblijfsobject,52.23960698,5.11954966
"Piramide 32, 1241JH Kortenhoef",1241JH,32,Piramide,Kortenhoef,Wijdemeren,verblijfsobject,52.23567509,5.11769948
